1,1,-1.41907e-007,138.855,13.7526,56.6647,1,-1,-1,-1,0,0,0,0,0,0,0.342857,0.114286,0,1,0.2
2,1,1.54915,139.318,16.1091,56.844,1,-1,-1,-1,0,0,0,0,0,0.25,0.694444,0.194444,0.0277778,1,0.277778
3,1,3.58965,139.806,18.1469,56.9992,1,-1,-1,-1,0,0,0,0,0,0.131579,0.552632,0.289474,0,1,0.368421
4,1,6.4688,140.257,19.483,57.1327,1,-1,-1,-1,0,0,0,0,0,0.323529,1,0.294118,0,0.705882,0.352941
5,1,9.9563,140.656,20.1574,57.2612,1,-1,-1,-1,0,0,0,0.0363636,0,0.109091,1,0.218182,0,0.545455,0.145455
6,1,13.7693,141.02,20.4339,57.3943,1,-1,-1,-1,0,0,0,0.146341,0,0.243902,1,0.097561,0,0.756098,0.365854
7,1,17.7108,141.368,20.5321,57.53,1,-1,-1,-1,0,0,0,0.0588235,0.0392157,0.137255,1,0.294118,0,0.745098,0.156863
8,1,21.6892,141.712,20.58,57.67,1,-1,-1,-1,0,0,0,0.0638298,0.0212766,0.12766,1,0.255319,0,0.489362,0.255319
9,1,25.6673,142.055,20.6279,57.81,1,-1,-1,-1,0,0,0,0,0,0.0967742,1,0.193548,0.0483871,0.483871,0.209677
9,2,-5.04227e-005,141.871,23.0065,61.8451,1,-1,-1,-1,0,0,0,0,0,0,0.0248307,0.00451467,0,1,0.0496614
10,1,29.6449,142.398,20.6763,57.95,1,-1,-1,-1,0,0,0,0.037037,0,0.0925926,1,0.333333,0.12963,0.518519,0.12963
10,2,5.08875,142.071,23.4543,62.0268,1,-1,-1,-1,0,0,0,0,0,0.0047619,0.0714286,0.0047619,0,1,0.0333333
11,1,33.6224,142.742,20.7254,58.09,1,-1,-1,-1,0,0,0.037037,0.037037,0.222222,0.111111,1,0.333333,0.314815,0.907407,0.12963
11,2,6.93475,142.315,24.0009,62.2487,1,-1,-1,-1,0,0,0,0.00200803,0.00200803,0.00200803,0.0823293,0.0100402,0,1,0.0281125
12,1,37.5999,143.085,20.7751,58.23,1,-1,-1,-1,0,0,0.047619,0.0119048,0.535714,0.0952381,1,0.25,0.119048,0.416667,0.0595238
12,2,9.1877,142.583,24.6012,62.4925,1,-1,-1,-1,0,0,0,0.0137525,0.00196464,0.0117878,0.0962672,0.00589391,0,1,0.0373281
13,1,41.5776,143.428,20.825,58.37,1,-1,-1,-1,0,0,0,0.114286,0.671429,0.0714286,1,0.328571,0.0857143,0.4,0.0428571
13,2,11.6604,142.861,25.2225,62.745,1,-1,-1,-1,0,0,0,0.0045045,0,0.00675676,0.126126,0.00900901,0,1,0.0382883
14,1,45.5551,143.772,20.875,58.51,1,-1,-1,-1,0,0,0,0.06,1,0.06,1,0.52,0.06,1,0.18
14,2,14.2199,143.143,25.8497,62.9999,1,-1,-1,-1,0,0,0,0.00578035,0.00192678,0.00770713,0.144509,0.00192678,0,1,0.0404624
15,1,49.5328,144.115,20.925,58.65,1,-1,-1,-1,0,0,0,0.0555556,0.555556,0.111111,1,0.888889,0,0.972222,0.416667
15,2,16.805,143.425,26.4766,63.2547,1,-1,-1,-1,0,0,0,0.0184502,0.00553506,0.00184502,0.134686,0.00553506,0,1,0.0479705
15,3,3.4835,149.078,18.9484,60.2033,1,-1,-1,-1,0,0,0,0,0,0.00291545,0.0641399,0,0,1,0.148688
16,1,53.5108,144.457,20.975,58.79,1,-1,-1,-1,0,0,0,0.0487805,0.560976,0.146341,0.804878,0.634146,0,1,0.146341
16,2,19.4034,143.709,27.0958,63.5091,1,-1,-1,-1,0,0,0,0.0108499,0.00180832,0.00904159,0.128391,0.00723327,0.00361664,1,0.0488246
16,3,5.47415,149.269,18.9841,60.4707,1,-1,-1,-1,0,0,0,0.0035461,0,0.0035461,0.177305,0.0035461,0,1,0.205674
17,1,57.4892,144.8,21.025,58.93,1,-1,-1,-1,0,0,0,0.131579,0.394737,0.0526316,0.710526,0.526316,0,1,0.131579
17,2,22.0478,144,27.689,63.7631,1,-1,-1,-1,0,0,0,0.00958466,0.00319489,0.00319489,0.14377,0.00798722,0.00638978,1,0.028754
17,3,7.90425,149.502,19.0277,60.7967,1,-1,-1,-1,0,0,0,0,0,0.010453,0.188153,0,0,1,0.174216
18,1,61.4672,145.143,21.075,59.07,1,-1,-1,-1,0,0,0,0,0.375,0,0.6,0.675,0,1,0.05
18,2,24.8082,144.31,28.2169,64.0169,1,-1,-1,-1,0.00158479,0,0.00475436,0.0110935,0.00316957,0.00158479,0.133122,0.0142631,0.00792393,1,0.0491284
18,3,10.5714,149.758,19.0755,61.1545,1,-1,-1,-1,0,0,0,0,0,0.00623053,0.161994,0,0.00311526,1,0.168224
18,4,4.3083,150.737,18.3274,62.4753,1,-1,-1,-1,0,0,0,0,0,0.00638978,0.194888,0,0.00319489,1,0.15016
19,1,65.4449,145.485,21.125,59.21,1,-1,-1,-1,0,0,0,0.133333,0.933333,0,0.533333,0.9,0,1,0.1
19,2,27.7838,144.653,28.6236,64.2709,1,-1,-1,-1,0.0016,0,0.0096,0.0128,0,0.0112,0.1504,0.0064,0.0144,1,0.0384
19,3,13.3464,150.026,19.1257,61.5243,1,-1,-1,-1,0,0,0,0,0,0.0060241,0.159639,0.00903614,0,1,0.162651
19,4,6.95035,151.015,18.3845,62.7967,1,-1,-1,-1,0,0,0,0,0,0.00634921,0.209524,0.0126984,0,1,0.155556
20,1,69.4224,145.828,21.175,59.35,1,-1,-1,-1,0,0,0,0.285714,0.714286,0,0.514286,0.6,0,1,0.114286
20,2,31.0523,145.043,28.8652,64.5253,1,-1,-1,-1,0.00329489,0,0.00823723,0.0164745,0.00988468,0.00494234,0.123558,0.0131796,0.0115321,1,0.029654
