1,2,274.9,193.94,82.347,186.86,-1,-1,-1,-1
2,2,270.7,206.97,72.681,164.93,-1,-1,-1,-1
3,2,259.29,199.37,78.368,177.83,-1,-1,-1,-1
4,2,251.31,192.08,83.337,189.11,-1,-1,-1,-1
5,2,245.01,190.49,83.544,189.58,-1,-1,-1,-1
6,2,239.37,188.78,85.114,193.14,-1,-1,-1,-1
7,2,236.41,189.27,83.871,190.32,-1,-1,-1,-1
8,2,232.84,191.63,79.31,179.97,-1,-1,-1,-1
9,2,223.33,186.21,82.793,187.87,-1,-1,-1,-1
10,2,218.13,179.28,90.609,205.61,-1,-1,-1,-1
11,2,217.2,178.75,91.752,208.2,-1,-1,-1,-1
12,2,219.72,184.47,87.033,197.49,-1,-1,-1,-1
13,2,231.95,200.35,82.076,186.25,-1,-1,-1,-1
14,2,231.97,203.79,80.698,183.12,-1,-1,-1,-1
15,2,219.75,198.2,81.547,185.05,-1,-1,-1,-1
16,2,203.22,189.64,83.14,188.67,-1,-1,-1,-1
17,2,185.94,181.05,84.855,192.56,-1,-1,-1,-1
18,2,170.67,175.19,86.361,195.98,-1,-1,-1,-1
19,2,162.07,177.37,87.238,197.96,-1,-1,-1,-1
20,2,153.41,181.07,87.483,198.52,-1,-1,-1,-1
21,2,145.49,183.8,88.034,199.77,-1,-1,-1,-1
22,2,140.06,182.57,89.741,203.64,-1,-1,-1,-1
23,2,133.44,189.82,84.948,192.76,-1,-1,-1,-1
24,2,127.34,187.01,86.735,196.82,-1,-1,-1,-1
25,2,118.49,183.18,88.597,201.04,-1,-1,-1,-1
26,2,115.89,188.43,82.826,187.94,-1,-1,-1,-1
27,2,104.78,183.18,88.178,200.09,-1,-1,-1,-1
28,2,101.22,187.03,85.47,193.94,-1,-1,-1,-1
29,2,95.576,189.43,81.976,186.01,-1,-1,-1,-1
30,2,83.559,181.05,89.884,203.96,-1,-1,-1,-1
31,2,71.352,178.49,92.456,209.8,-1,-1,-1,-1
32,2,61.642,178.86,92.544,210,-1,-1,-1,-1
33,2,49.549,167.84,100.49,228.03,-1,-1,-1,-1
34,2,43.741,164.39,103.41,234.65,-1,-1,-1,-1
35,2,38.381,165.05,104.23,236.51,-1,-1,-1,-1
36,2,33.123,167.12,104.37,236.83,-1,-1,-1,-1
37,2,27.835,169.56,104.35,236.8,-1,-1,-1,-1
38,2,22.544,172.1,104.17,236.39,-1,-1,-1,-1
39,2,17.444,174.98,103.3,234.42,-1,-1,-1,-1
40,2,13.008,178.99,100.37,227.77,-1,-1,-1,-1
41,2,10.027,185.25,92.632,210.2,-1,-1,-1,-1
42,2,5.6054,185.71,93.484,212.13,-1,-1,-1,-1
43,2,-4.6364,180.25,93.754,212.74,-1,-1,-1,-1
44,2,-15.383,179.67,92.626,210.18,-1,-1,-1,-1
45,2,-23.214,183.73,88.688,201.25,-1,-1,-1,-1
46,2,-37.769,182.62,87.517,198.59,-1,-1,-1,-1
47,2,-51.889,181.62,86.542,196.39,-1,-1,-1,-1
48,2,-64.583,180.93,85.68,194.43,-1,-1,-1,-1
1,5,401.09,178,104,236,-1,-1,-1,-1
2,5,411.88,178,104,236,-1,-1,-1,-1
3,5,423.07,178,104,236,-1,-1,-1,-1
4,5,429.77,178,104,236,-1,-1,-1,-1
5,5,438.63,178,104,236,-1,-1,-1,-1
6,5,447.82,178,104,236,-1,-1,-1,-1
7,5,455.78,178,104,236,-1,-1,-1,-1
8,5,459.77,178,104,236,-1,-1,-1,-1
9,5,463.78,178,104,236,-1,-1,-1,-1
10,5,471.8,178,104,236,-1,-1,-1,-1
11,5,475.82,178,104,236,-1,-1,-1,-1
12,5,479.85,178,104,236,-1,-1,-1,-1
13,5,487.93,178,104,236,-1,-1,-1,-1
