785,3,165.35,112.95,104.69,237.56,-1,-1,-1,-1
786,3,151.5,110.72,106.25,241.11,-1,-1,-1,-1
787,3,155.85,114.11,105.57,239.56,-1,-1,-1,-1
788,3,143.92,114.85,104.6,237.36,-1,-1,-1,-1
789,3,126.74,114.94,103.61,235.13,-1,-1,-1,-1
790,3,111.71,115.14,103.05,233.84,-1,-1,-1,-1
791,3,99.413,114.49,103.36,234.54,-1,-1,-1,-1
792,3,86.643,106.1,116.29,263.88,-1,-1,-1,-1
793,3,89.085,109.31,116.94,265.37,-1,-1,-1,-1
794,3,88.802,111.03,118.76,269.48,-1,-1,-1,-1
769,4,172.81,158.13,53.532,121.48,-1,-1,-1,-1
770,4,168.98,150.17,58.504,132.76,-1,-1,-1,-1
771,4,164.14,148.46,58.802,133.43,-1,-1,-1,-1
772,4,158.77,145.69,61.481,139.51,-1,-1,-1,-1
773,4,151.76,143.64,63.376,143.81,-1,-1,-1,-1
774,4,146.01,140.02,66.616,151.17,-1,-1,-1,-1
775,4,142.27,140.23,67.699,153.63,-1,-1,-1,-1
776,4,136.54,143.9,68.211,154.79,-1,-1,-1,-1
777,4,132.7,143.71,69.51,157.73,-1,-1,-1,-1
778,4,126.56,138.7,73.564,166.93,-1,-1,-1,-1
779,4,123.39,132.77,77.382,175.6,-1,-1,-1,-1
780,4,119.92,127.21,81.119,184.08,-1,-1,-1,-1
781,4,115.55,122.86,86.821,197.01,-1,-1,-1,-1
782,4,109.23,119.12,92.823,210.63,-1,-1,-1,-1
783,4,99.046,117.19,96.406,218.76,-1,-1,-1,-1
784,4,89.398,114.09,102.04,231.54,-1,-1,-1,-1
785,4,77.131,111.83,104.92,238.09,-1,-1,-1,-1
786,4,65.514,106.98,108.94,247.2,-1,-1,-1,-1
787,4,53.921,103.62,110.15,249.96,-1,-1,-1,-1
788,4,34.218,85.834,120.95,274.45,-1,-1,-1,-1
789,4,14.261,74.283,127.56,289.45,-1,-1,-1,-1
790,4,-7.6202,55.654,138.17,313.54,-1,-1,-1,-1
791,4,-30.911,34.477,150.53,341.57,-1,-1,-1,-1
792,4,-53.029,12.99,163.88,371.87,-1,-1,-1,-1
747,5,96.375,140.26,66.039,149.85,-1,-1,-1,-1
748,5,88.228,138.51,67.4,152.94,-1,-1,-1,-1
749,5,78.728,136.47,68.994,156.55,-1,-1,-1,-1
750,5,69.323,134.43,70.58,160.15,-1,-1,-1,-1
751,5,61.561,132.67,71.913,163.18,-1,-1,-1,-1
752,5,58.622,131.82,72.483,164.47,-1,-1,-1,-1
753,5,58.996,131.65,72.483,164.48,-1,-1,-1,-1
754,5,64.468,132.66,71.526,162.31,-1,-1,-1,-1
755,5,71.875,134.07,70.243,159.4,-1,-1,-1,-1
756,5,79.998,135.58,68.884,156.31,-1,-1,-1,-1
