1,1,17.5457,151.891,20.403,63.9823,1,-1,-1,-1
1,2,499.731,196.923,30.3544,98.3652,1,-1,-1,-1
1,3,482.524,135.456,25.9941,75.421,1,-1,-1,-1
1,4,440.79,100.294,29.3884,63.9471,1,-1,-1,-1
1,5,198.194,137.907,26.7877,63.1636,1,-1,-1,-1
1,6,175.376,137.264,29.0318,65.4739,1,-1,-1,-1
1,7,150.908,136.622,26.3785,61.2361,1,-1,-1,-1
1,8,160.544,125.531,22.4307,60.5787,1,-1,-1,-1
1,9,123.942,137.572,27.2054,59.7529,1,-1,-1,-1
1,10,88.3556,122.825,25.55,60.5796,1,-1,-1,-1
1,11,50.6059,189.806,29.8755,72.8069,1,-1,-1,-1
1,12,18.667,124.361,22.3328,58.6479,1,-1,-1,-1
1,13,50.254,142.779,18.69,64.4707,1,-1,-1,-1
1,14,59.4709,135.867,18.969,62.7022,1,-1,-1,-1
1,18,471.479,185.579,29.8805,97.2779,1,-1,-1,-1
1,20,5.88535,159.617,26.0023,77.5682,1,-1,-1,-1
1,21,29.2789,162.656,22.5859,69.6818,1,-1,-1,-1
1,22,47.4783,173.714,24.5157,73.5223,1,-1,-1,-1
1,23,79.5457,157.612,26.4302,64.7054,1,-1,-1,-1
1,25,106.688,164.553,27.7383,72.3424,1,-1,-1,-1
1,28,551.965,177.401,33.9462,82.4603,1,-1,-1,-1
1,29,65.8582,169.605,27.071,75.9485,1,-1,-1,-1
1,30,233.877,147.399,22.9868,72.8572,1,-1,-1,-1
1,32,217.395,173.693,28.3634,74.1685,1,-1,-1,-1
1,33,240.904,171.637,32.5855,74.6151,1,-1,-1,-1
1,34,339.914,209.503,35.3838,103.867,1,-1,-1,-1
1,37,491.027,122.233,25.1366,71.5937,1,-1,-1,-1
1,38,322.546,130.519,27.2125,57.7577,1,-1,-1,-1
1,39,262.686,125.871,34.1709,61.8112,1,-1,-1,-1
1,40,2.4342,172.366,16.4704,68.4488,1,-1,-1,-1
2,1,19.1006,152.417,20.3692,63.9624,1,-1,-1,-1
2,2,501.599,196.718,31.3774,97.8453,1,-1,-1,-1
2,3,487.306,135.106,27.0609,75.3996,1,-1,-1,-1
2,4,445.294,100.009,28.9883,63.9449,1,-1,-1,-1
2,5,201.882,137.764,26.4764,63.0851,1,-1,-1,-1
2,6,180.911,136.75,28.369,65.3137,1,-1,-1,-1
